Rank ;Platform ;Year ;Genre ;Publisher
13138;DS ;2008;Platform ;Ignition Entertainment
13139;GBA ;2002;Puzzle ;Majesco Entertainment
13140;PS4 ;2015;Action ;Capcom
13141;PC ;2004;Strategy ;THQ
13142;PSP ;2006;Adventure ;Namco Bandai Games
13143;SNES ;1994;Misc ;Vap
13144;PSP ;2010;Adventure ;5pb
13145;DS ;2011;Puzzle ;Unknown
13146;PS ;1996;Adventure ;Psygnosis
13147;PS3 ;2008;Misc ;Gamecock
13148;GBA ;2003;Puzzle ;Activision
13149;SNES ;1993;Sports ;Misawa
13150;X360 ;2014;Action ;Tecmo Koei
13151;PS2 ;2004;Adventure ;Tecmo Koei
13152;GC ;2005;Platform ;Global Star
13153;PC ;2006;Racing ;Electronic Arts
13154;PSP ;2006;Sports ;Natsume
13155;DS ;2008;Platform ;Ubisoft
13156;Wii ;2009;Sports ;SouthPeak Games
13157;3DS ;2012;Action ;Level 5
13158;PS3 ;N/A ;Strategy ;Slitherine Software
13159;X360 ;2012;Sports ;Microsoft Game Studios
13160;PSP ;2010;Adventure ;ASCII Media Works
13161;GBA ;2005;Action ;Zoo Digital Publishing
13162;DS ;2006;Action ;Game Factory
13163;PS2 ;2006;Adventure ;Konami Digital Entertainment
13164;PSP ;2010;Role-Playing ;Spike
13165;Wii ;2011;Misc ;Namco Bandai Games
13166;PS2 ;2007;Fighting ;Sega
13167;DS ;2006;Misc ;Konami Digital Entertainment
13168;PS2 ;2001;Platform ;Midas Interactive Entertainment
13169;PC ;2001;Strategy ;Vivendi Games
13170;3DS ;2013;Role-Playing ;Square Enix
13171;SAT ;1995;Puzzle ;Sega
13172;PS4 ;2016;Sports ;Focus Home Interactive
13173;PS ;1996;Shooter ;Namco Bandai Games
13174;GC ;2003;Action ;Kemco
13175;DS ;2008;Misc ;UFO Interactive
13176;XOne ;2016;Racing ;Milestone S.r.l.
13177;X360 ;2007;Sports ;Sega
13178;PS2 ;2000;Simulation ;Konami Digital Entertainment
13179;DS ;2007;Strategy ;Konami Digital Entertainment
13180;PS2 ;2006;Racing ;Global Star
13181;PC ;2003;Simulation ;Microsoft Game Studios
13182;PS2 ;2001;Platform ;DreamCatcher Interactive
13183;PC ;2009;Shooter ;Codemasters
13184;PS2 ;2007;Adventure ;505 Games
13185;Wii ;2007;Misc ;Taito
13186;DS ;2008;Misc ;Tivola
13187;XB ;2003;Shooter ;THQ
13188;PS2 ;2001;Simulation ;Konami Digital Entertainment
13189;DS ;2008;Misc ;Benesse
13190;3DS ;2012;Action ;Genki
13191;PC ;2009;Action ;Activision
13192;Wii ;2012;Misc ;Nintendo
13193;PSP ;2006;Racing ;Activision
13194;GBA ;2004;Action ;Hip Interactive
13195;DS ;2008;Misc ;Konami Digital Entertainment
13196;Wii ;2006;Action ;Midway Games
13197;PSP ;2011;Role-Playing ;Nippon Ichi Software
13198;GC ;2002;Sports ;Vivendi Games
13199;PC ;2010;Misc ;Warner Bros. Interactive Entertainment
13200;GBA ;2002;Misc ;Ignition Entertainment
13201;PS2 ;2011;Sports ;Take-Two Interactive
13202;GBA ;2004;Misc ;Majesco Entertainment
13203;PS ;2000;Sports ;Infogrames
13204;PS3 ;2010;Adventure ;Aqua Plus
13205;DS ;2008;Adventure ;Tecmo Koei
13206;PS ;1998;Misc ;Gainax Network Systems
13207;Wii ;2006;Strategy ;Namco Bandai Games
13208;DS ;2008;Simulation ;Destineer
13209;GBA ;2001;Puzzle ;Ubisoft
13210;DS ;2010;Fighting ;SouthPeak Games
13211;PS3 ;2013;Action ;D3Publisher
13212;GBA ;2002;Puzzle ;Acclaim Entertainment
13213;PS2 ;2001;Racing ;Titus
13214;Wii ;2011;Shooter ;PQube
13215;DC ;1999;Sports ;Sega
13216;DS ;2007;Adventure ;Konami Digital Entertainment
13217;XOne ;2015;Action ;Tecmo Koei
13218;SAT ;1996;Shooter ;Atlus
13219;GC ;2005;Misc ;Activision Value
13220;SNES ;1995;Shooter ;Konami Digital Entertainment
13221;SNES ;1995;Misc ;Takara
13222;Wii ;2010;Sports ;Tradewest
13223;PS2 ;2010;Sports ;Konami Digital Entertainment
13224;PS ;1995;Platform ;U.S. Gold
13225;DS ;2011;Puzzle ;Storm City Games
13226;PSP ;2008;Role-Playing ;Idea Factory
13227;PC ;2003;Racing ;Electronic Arts
13228;3DS ;2015;Action ;Alchemist
13229;GBA ;2002;Shooter ;BAM! Entertainment
13230;PC ;2010;Strategy ;Team17 Software
13231;PC ;1998;Strategy ;Activision
13232;PS2 ;2008;Adventure ;Yeti
13233;DS ;2007;Platform ;THQ
13234;PS3 ;2016;Sports ;Take-Two Interactive
13235;PSP ;2009;Role-Playing ;Idea Factory
13236;PS2 ;2005;Role-Playing ;Namco Bandai Games
13237;SAT ;1995;Adventure ;Shogakukan
13238;PS2 ;2004;Sports ;Sony Computer Entertainment
13239;GBA ;2006;Action ;THQ
13240;PS2 ;2002;Role-Playing ;Idea Factory
13241;DS ;2008;Misc ;Takara Tomy
13242;PS2 ;2007;Strategy ;Tecmo Koei
13243;SNES ;1996;Sports ;Hudson Soft
13244;DC ;2001;Fighting ;Capcom
13245;SAT ;1994;Fighting ;Sega
13246;XB ;2005;Action ;Konami Digital Entertainment
13247;DS ;2007;Adventure ;Konami Digital Entertainment
13248;PSV ;2013;Platform ;System 3
13249;XB ;2005;Sports ;Electronic Arts
13250;GBA ;2003;Racing ;Activision
13251;XB ;2005;Misc ;Empire Interactive
13252;PC ;2004;Shooter ;Ubisoft
13253;PS ;1998;Platform ;ESP
13254;PSP ;2006;Action ;Tecmo Koei
13255;DS ;2011;Adventure ;Namco Bandai Games
13256;PS2 ;2007;Role-Playing ;Atlus
13257;SNES ;1995;Puzzle ;Pow
13258;DS ;2007;Puzzle ;Ignition Entertainment
13259;GBA ;2001;Sports ;Starfish
13260;GC ;2005;Racing ;Activision
13261;X360 ;2008;Action ;Activision Value
13262;PS4 ;2015;Role-Playing ;Namco Bandai Games
13263;PSP ;2006;Platform ;Capcom
13264;PS2 ;2006;Sports ;Electronic Arts
13265;XB ;2004;Action ;Microsoft Game Studios
13266;X360 ;2008;Sports ;Navarre Corp
13267;GC ;2002;Sports ;Electronic Arts
13268;XB ;2004;Racing ;Codemasters
13269;PSV ;2016;Action ;Namco Bandai Games
13270;PSP ;2011;Role-Playing ;Namco Bandai Games
13271;PC ;2010;Simulation ;Paradox Interactive
13272;PS ;1995;Puzzle ;MediaQuest
13273;DS ;2011;Sports ;Konami Digital Entertainment
13274;PS ;1999;Strategy ;Tecmo Koei
13275;3DS ;2013;Adventure ;Namco Bandai Games
13276;PC ;2009;Sports ;Electronic Arts
13277;PSP ;2013;Misc ;Idea Factory
13278;XB ;2005;Racing ;Zoo Digital Publishing
13279;PS2 ;2008;Misc ;Hackberry
13280;PS3 ;N/A ;Role-Playing ;N/A
13281;GC ;2003;Sports ;Atari
13282;PS ;1996;Sports ;Gremlin Interactive Ltd
13283;PSP ;2007;Sports ;Namco Bandai Games
13284;PSP ;2012;Adventure ;Idea Factory
13285;DS ;2008;Action ;Konami Digital Entertainment
13286;GC ;2003;Role-Playing ;THQ
13287;PS4 ;2015;Action ;Deep Silver
13288;PS3 ;2010;Shooter ;Conspiracy Entertainment
13289;PC ;2000;Simulation ;Electronic Arts
13290;XOne ;2015;Role-Playing ;Deep Silver
13291;DS ;2008;Simulation ;Ubisoft
13292;PS3 ;2012;Shooter ;Capcom
13293;PS2 ;2007;Role-Playing ;Tecmo Koei
13294;DS ;2009;Puzzle ;Astragon
13295;DS ;2009;Adventure ;Mastiff
13296;DS ;2008;Adventure ;Zoo Digital Publishing
13297;GBA ;2001;Sports ;Konami Digital Entertainment
13298;DS ;2008;Action ;Namco Bandai Games
13299;PC ;2013;Shooter ;505 Games
13300;PC ;2015;Strategy ;Kalypso Media
13301;PS3 ;2015;Sports ;Bigben Interactive
13302;DS ;2010;Sports ;Storm City Games
13303;PC ;2006;Strategy ;THQ
13304;X360 ;2011;Misc ;MTV Games
13305;DS ;2008;Misc ;Rising Star Games
13306;3DS ;2013;Action ;Capcom
13307;GBA ;2002;Fighting ;Acclaim Entertainment
13308;PC ;2007;Simulation ;Ubisoft
13309;PS2 ;2004;Sports ;Jaleco
13310;GBA ;2002;Racing ;Atari
13311;DS ;2008;Role-Playing ;Success
13312;XB ;2002;Fighting ;Microsoft Game Studios
13313;GEN ;1993;Role-Playing ;Sega
13314;X360 ;2010;Racing ;Microsoft Game Studios
13315;XB ;2004;Shooter ;Global Star
13316;Wii ;2009;Adventure ;Nintendo
13317;PS ;1998;Strategy ;Tecmo Koei
13318;PS3 ;2011;Adventure ;Aqua Plus
13319;PSP ;2011;Adventure ;Namco Bandai Games
13320;PS2 ;2006;Action ;Namco Bandai Games
13321;GC ;2005;Platform ;Konami Digital Entertainment
13322;PSP ;2006;Adventure ;Namco Bandai Games
13323;PC ;2011;Sports ;Home Entertainment Suppliers
13324;DS ;2009;Simulation ;Deep Silver
13325;Wii ;2006;Misc ;Activision
13326;PS3 ;2011;Misc ;Black Bean Games
13327;XB ;2005;Shooter ;Majesco Entertainment
13328;PS3 ;2013;Adventure ;Sony Computer Entertainment
13329;Wii ;2007;Racing ;Metro 3D
13330;Wii ;2007;Sports ;SouthPeak Games
13331;PC ;2001;Simulation ;Microsoft Game Studios
13332;XB ;2002;Role-Playing ;Atlus
13333;PS ;1995;Shooter ;Electronic Arts
13334;PS ;2001;Role-Playing ;Max Five
13335;DS ;2006;Puzzle ;Atari
13336;PSP ;2006;Sports ;Activision Value
13337;Wii ;2006;Simulation ;Konami Digital Entertainment
13338;PS3 ;2015;Adventure ;Aqua Plus
13339;DS ;2009;Action ;Midas Interactive Entertainment
13340;PC ;2007;Strategy ;THQ
13341;XB ;2002;Action ;Jaleco
13342;PC ;2015;Racing ;Codemasters
13343;Wii ;2011;Strategy ;Namco Bandai Games
13344;DS ;2008;Role-Playing ;Square Enix
13345;DS ;2010;Racing ;Ubisoft
13346;Wii ;2008;Misc ;Majesco Entertainment
13347;DS ;2005;Puzzle ;Atari
13348;PS4 ;2015;Adventure ;Telltale Games
13349;PS ;2001;Shooter ;Namco Bandai Games
13350;PSP ;2006;Role-Playing ;Konami Digital Entertainment
13351;DS ;2011;Action ;Namco Bandai Games
13352;PS ;1996;Adventure ;Electronic Arts
13353;GC ;2003;Fighting ;Vivendi Games
13354;Wii ;2007;Simulation ;505 Games
13355;DS ;2008;Adventure ;D3Publisher
13356;X360 ;2013;Action ;Activision
13357;X360 ;2006;Misc ;Oxygen Interactive
13358;X360 ;2012;Racing ;Atari
13359;GC ;2005;Shooter ;Ubisoft
13360;PC ;2011;Sports ;Electronic Arts
13361;XB ;2006;Strategy ;THQ
13362;DS ;2010;Sports ;Arc System Works
13363;PSV ;2014;Adventure ;Nippon Ichi Software
13364;DS ;2007;Action ;Ubisoft
13365;N64 ;1997;Shooter ;Acclaim Entertainment
13366;PSV ;2014;Puzzle ;Sega
13367;PSP ;2006;Misc ;Namco Bandai Games
13368;PS2 ;2001;Misc ;THQ
13369;GC ;2003;Puzzle ;Jaleco
13370;PC ;2002;Action ;Take-Two Interactive
13371;X360 ;2008;Sports ;Activision
13372;PS3 ;2013;Racing ;Deep Silver
13373;Wii ;2007;Adventure ;Zoo Digital Publishing
13374;Wii ;2007;Puzzle ;505 Games
13375;PSV ;2013;Adventure ;Arc System Works
13376;PC ;2009;Adventure ;DTP Entertainment
13377;PSV ;2012;Adventure ;Level 5
13378;PSP ;2012;Misc ;Idea Factory
13379;PSP ;2006;Misc ;Sony Computer Entertainment
13380;DS ;2004;Racing ;Big Ben Interactive
13381;PSV ;2011;Adventure ;ChunSoft
13382;XB ;2004;Misc ;Crave Entertainment
13383;DS ;2007;Platform ;Phenomedia
13384;PS ;1999;Racing ;Infogrames
13385;Wii ;2007;Shooter ;505 Games
13386;GC ;2002;Racing ;Ubisoft
13387;DS ;2008;Puzzle ;Deep Silver
13388;Wii ;2007;Action ;Take-Two Interactive
13389;GC ;2002;Racing ;Atari
13390;PS2 ;2001;Action ;Sony Computer Entertainment
13391;X360 ;2015;Sports ;Ubisoft
13392;XB ;2002;Sports ;Codemasters
13393;PSV ;2014;Action ;FuRyu
13394;GBA ;2005;Platform ;Namco Bandai Games
13395;DS ;2008;Adventure ;Rising Star Games
13396;PSP ;2006;Racing ;Xplosiv
13397;X360 ;2007;Sports ;Activision Value
13398;PSP ;2012;Action ;Idea Factory
13399;3DS ;2011;Misc ;DTP Entertainment
13400;DS ;2008;Adventure ;Idea Factory
13401;DS ;2006;Adventure ;Zoo Digital Publishing
13402;X360 ;2010;Shooter ;Conspiracy Entertainment
13403;PSP ;2011;Adventure ;Comfort
13404;PSV ;2015;Racing ;Namco Bandai Games
13405;PC ;2007;Simulation ;Monte Christo Multimedia
13406;PS ;1999;Adventure ;Eidos Interactive
13407;3DS ;2011;Shooter ;Atari
13408;PC ;2009;Shooter ;Activision
13409;3DS ;2014;Role-Playing ;Sega
13410;PSV ;2014;Role-Playing ;Tecmo Koei
13411;PSP ;2006;Role-Playing ;Sony Computer Entertainment
13412;PS ;2000;Misc ;Pony Canyon
13413;PS3 ;2015;Action ;Tecmo Koei
13414;X360 ;2013;Shooter ;Activision
13415;XB ;2004;Strategy ;LucasArts
13416;PS3 ;2015;Role-Playing ;Tecmo Koei
13417;SAT ;1996;Fighting ;SNK
13418;PSP ;2008;Fighting ;Sony Computer Entertainment
13419;GBA ;2003;Action ;Atlus
13420;PC ;2010;Misc ;Warner Bros. Interactive Entertainment
13421;DS ;2009;Misc ;Mindscape
13422;XB ;2005;Misc ;Crave Entertainment
13423;PS ;2001;Puzzle ;Ubisoft
13424;PS2 ;2002;Sports ;SquareSoft
13425;XB ;2003;Shooter ;THQ
13426;DS ;2007;Action ;Take-Two Interactive
13427;DS ;2006;Misc ;Nintendo
13428;PSP ;2014;Action ;Tecmo Koei
13429;DS ;2009;Adventure ;Ubisoft
13430;PC ;2009;Strategy ;Kalypso Media
13431;DS ;2008;Misc ;Eidos Interactive
13432;PC ;2009;Action ;Ubisoft
13433;XB ;2003;Platform ;SCi
13434;Wii ;2009;Sports ;Playlogic Game Factory
13435;3DS ;2011;Misc ;Capcom
13436;N64 ;1999;Racing ;Takara
13437;PS4 ;2016;Platform ;Deep Silver
13438;PC ;2016;Shooter ;Electronic Arts
13439;PS3 ;2010;Platform ;Sony Computer Entertainment
13440;GBA ;2003;Misc ;Activision
13441;X360 ;2011;Adventure ;DTP Entertainment
13442;DS ;2007;Strategy ;LucasArts
13443;3DS ;2013;Action ;Warner Bros. Interactive Entertainment
13444;PC ;2006;Adventure ;DreamCatcher Interactive
13445;PS ;1997;Sports ;GT Interactive
13446;DS ;2009;Puzzle ;Phenomedia
13447;PSV ;2014;Adventure ;Idea Factory
13448;XB ;2004;Shooter ;Crave Entertainment
13449;DS ;2011;Adventure ;Banpresto
13450;DS ;2011;Role-Playing ;Atlus
13451;GC ;2004;Shooter ;Empire Interactive
13452;WiiU ;2013;Shooter ;Activision
13453;PS2 ;2009;Racing ;THQ
13454;SCD ;1994;Misc ;Sega
13455;PS ;1999;Puzzle ;Mindscape
13456;PC ;2011;Puzzle ;Rising Star Games
13457;DS ;2008;Simulation ;Ubisoft
13458;DS ;2010;Simulation ;Asylum Entertainment
13459;DS ;2006;Action ;THQ
13460;PS ;1995;Simulation ;Riverhillsoft
13461;GBA ;2005;Role-Playing ;Banpresto
13462;PS2 ;2009;Fighting ;SNK Playmore
13463;PS2 ;2006;Fighting ;Crave Entertainment
13464;PSP ;2006;Sports ;Activision
13465;DS ;2008;Misc ;Capcom
13466;PS2 ;2007;Role-Playing ;Nippon Ichi Software
13467;PC ;2009;Adventure ;Focus Home Interactive
13468;DS ;2010;Misc ;Natsume
13469;Wii ;2008;Platform ;Brash Entertainment
13470;PS2 ;2006;Sports ;Activision
13471;SAT ;1995;Misc ;Sega
13472;PSP ;2009;Adventure ;Prototype
13473;PS2 ;2007;Fighting ;Unknown
13474;DS ;2005;Misc ;Success
13475;PSV ;2015;Role-Playing ;Tecmo Koei
13476;GBA ;2005;Misc ;Zoo Digital Publishing
13477;PSV ;2015;Action ;Namco Bandai Games
13478;GC ;2002;Platform ;Ubisoft
13479;PC ;N/A ;Strategy ;Microprose
13480;PS ;1996;Action ;Electronic Arts Victor
13481;Wii ;2008;Sports ;Atari
13482;DS ;2010;Misc ;505 Games
13483;DS ;2007;Action ;Namco Bandai Games
13484;Wii ;2007;Shooter ;Eidos Interactive
13485;PC ;2009;Action ;Ubisoft
13486;PSV ;2015;Role-Playing ;Aksys Games
13487;Wii ;2010;Racing ;Storm City Games
13488;XB ;2005;Shooter ;Codemasters
13489;PS4 ;2016;Misc ;Tecmo Koei
13490;PS ;2001;Action ;Red Storm Entertainment
13491;DS ;2007;Strategy ;Square Enix
13492;XOne ;2016;Action ;Deep Silver
13493;DS ;2008;Misc ;Nintendo
13494;PS3 ;2016;Sports ;Alternative Software
13495;GBA ;2004;Role-Playing ;Konami Digital Entertainment
13496;PC ;2003;Strategy ;Eidos Interactive
13497;DS ;2008;Action ;Destineer
13498;3DS ;2013;Simulation ;Tecmo Koei
13499;PS ;1998;Strategy ;Tecmo Koei
13500;PS ;1996;Misc ;Media Works
13501;PC ;2012;Shooter ;Capcom
13502;GBA ;2004;Sports ;Summitsoft
13503;GBA ;2002;Shooter ;THQ
13504;DS ;2011;Misc ;PQube
13505;PSP ;2007;Action ;Codemasters
13506;PC ;2006;Simulation ;Ubisoft
13507;Wii ;2011;Sports ;Tommo
13508;XB ;2004;Racing ;Codemasters
13509;PS2 ;2000;Puzzle ;Sony Computer Entertainment
13510;PS4 ;2016;Racing ;Milestone S.r.l
13511;PSP ;2009;Role-Playing ;Atlus
13512;GBA ;2005;Misc ;Ubisoft
13513;PS2 ;2007;Misc ;Paon
13514;PS ;1997;Misc ;Virgin Interactive
13515;DS ;2009;Action ;Namco Bandai Games
13516;PS2 ;2002;Fighting ;Playmore
13517;DS ;2009;Action ;D3Publisher
13518;DS ;2006;Sports ;Electronic Arts
13519;Wii ;2009;Misc ;Zoo Digital Publishing
13520;PSP ;2007;Action ;D3Publisher
13521;PS2 ;2005;Adventure ;Kadokawa Shoten
13522;PSV ;2014;Action ;Compile Heart
13523;GC ;2007;Action ;Disney Interactive Studios
13524;DS ;2008;Adventure ;Konami Digital Entertainment
13525;Wii ;2009;Misc ;Nintendo
13526;PS3 ;2014;Puzzle ;Sega
13527;GG ;1992;Platform ;Sega
13528;XB ;2006;Racing ;Empire Interactive
13529;PS2 ;2006;Shooter ;Eidos Interactive
13530;PS2 ;2003;Action ;Sega
13531;XOne ;2016;Sports ;MLB.com
13532;GBA ;2003;Platform ;Midway Games
13533;PS3 ;2006;Action ;Capcom
13534;PSP ;2006;Misc ;Sony Computer Entertainment
13535;Wii ;2007;Racing ;Popcorn Arcade
13536;GC ;2004;Shooter ;SCi
13537;DS ;2006;Simulation ;505 Games
13538;3DS ;2011;Platform ;Crave Entertainment
13539;PC ;2010;Racing ;Disney Interactive Studios
13540;PSP ;2010;Adventure ;Idea Factory
13541;GC ;2004;Action ;Konami Digital Entertainment
13542;GBA ;2005;Action ;Zoo Digital Publishing
13543;XB ;2003;Strategy ;Kool Kizz
13544;Wii ;2010;Adventure ;Konami Digital Entertainment
13545;PS3 ;2012;Adventure ;Aqua Plus
13546;PS3 ;2013;Shooter ;Nordic Games
13547;SNES ;1995;Platform ;Banpresto
13548;X360 ;2011;Sports ;Koch Media
13549;GBA ;2004;Role-Playing ;Ubisoft
13550;DS ;2010;Puzzle ;Foreign Media Games
13551;Wii ;2007;Shooter ;PQube
13552;GBA ;2002;Shooter ;BAM! Entertainment
13553;PC ;2011;Action ;Astragon
13554;PS3 ;2011;Misc ;O-Games
13555;PS ;1998;Fighting ;SNK Playmore
13556;3DS ;2015;Action ;Namco Bandai Games
13557;X360 ;2006;Fighting ;Ubisoft
13558;PSP ;2012;Role-Playing ;Compile Heart
13559;DS ;2006;Action ;MTO
13560;PSP ;2011;Adventure ;5pb
13561;PSP ;2009;Adventure ;Spike
13562;PS2 ;2006;Adventure ;Konami Digital Entertainment
13563;PSP ;2009;Misc ;Aqua Plus
13564;PC ;2016;Adventure ;Square Enix
13565;PC ;2007;Racing ;Electronic Arts
13566;DS ;2008;Action ;Takara Tomy
13567;PS3 ;2012;Platform ;D3Publisher
13568;PC ;2015;Sports ;Konami Digital Entertainment
13569;DS ;2008;Adventure ;Spike
13570;PS2 ;2001;Simulation ;Enterbrain
13571;PSV ;2012;Role-Playing ;Level 5
13572;PS ;1998;Action ;Infogrames
13573;XB ;2004;Sports ;Crave Entertainment
13574;GBA ;2002;Misc ;Ubisoft
13575;PS2 ;2004;Adventure ;Sega
13576;Wii ;2010;Platform ;Flashpoint Games
13577;PS2 ;2005;Action ;Vivendi Games
13578;PS2 ;2008;Adventure ;Idea Factory
13579;X360 ;2009;Sports ;49Games
13580;XB ;2003;Racing ;Acclaim Entertainment
13581;PSP ;2008;Fighting ;Marvelous Interactive
13582;PS2 ;2006;Fighting ;Namco Bandai Games
13583;PSP ;2010;Adventure ;Alchemist
13584;3DS ;2011;Sports ;DTP Entertainment
13585;DS ;2009;Action ;Takara Tomy
13586;PSP ;2006;Misc ;Konami Digital Entertainment
13587;Wii ;2011;Platform ;Unknown
13588;XB ;2005;Sports ;Global Star
13589;Wii ;2009;Sports ;Reef Entertainment
13590;PS3 ;2013;Simulation ;Namco Bandai Games
13591;Wii ;2006;Action ;THQ
13592;Wii ;2008;Action ;Tecmo Koei
13593;GBA ;2001;Action ;TDK Mediactive
13594;Wii ;2008;Shooter ;Popcorn Arcade
13595;DS ;2011;Action ;ChunSoft
13596;DS ;2008;Adventure ;Legacy Interactive
13597;PC ;2008;Action ;LucasArts
13598;3DS ;2016;Misc ;FuRyu
13599;DS ;2006;Adventure ;Marvelous Interactive
13600;3DS ;2014;Action ;FuRyu
13601;DS ;2009;Puzzle ;Oxygen Interactive
13602;GBA ;2002;Action ;Activision
13603;XB ;2006;Racing ;Electronic Arts
13604;PSV ;2016;Action ;Nippon Ichi Software
13605;PS ;2000;Simulation ;Konami Digital Entertainment
13606;PS2 ;2001;Action ;Midas Interactive Entertainment
13607;DS ;2010;Action ;JoWood Productions
13608;Wii ;2007;Shooter ;Starfish
13609;PS3 ;2013;Fighting ;Namco Bandai Games
13610;XB ;2004;Platform ;Global Star
13611;X360 ;2010;Shooter ;Majesco Entertainment
13612;PS2 ;2009;Simulation ;Konami Digital Entertainment
13613;PS2 ;2002;Sports ;Electronic Arts
13614;DS ;2009;Simulation ;505 Games
13615;PS ;2001;Sports ;3DO
13616;PS4 ;2016;Misc ;Aqua Plus
13617;PSP ;2004;Puzzle ;Ignition Entertainment
13618;PC ;2006;Simulation ;Electronic Arts
13619;3DS ;2011;Misc ;Nintendo
13620;XB ;2003;Fighting ;Hudson Soft
13621;DS ;2007;Puzzle ;Ubisoft
13622;PS3 ;2016;Action ;Namco Bandai Games
13623;XB ;2002;Sports ;Microids
13624;PC ;2002;Simulation ;Electronic Arts
13625;PC ;2004;Strategy ;Ascaron Entertainment GmbH
13626;PSV ;2014;Adventure ;Kadokawa Games
13627;DS ;2011;Shooter ;Deep Silver
13628;GC ;2003;Sports ;Midway Games
13629;PSP ;2007;Action ;Conspiracy Entertainment
13630;DS ;2005;Misc ;Sega
13631;DS ;2007;Role-Playing ;Gust
13632;PC ;2001;Strategy ;Electronic Arts
13633;PC ;2011;Adventure ;Ubisoft
13634;Wii ;2012;Action ;Funbox Media
13635;PC ;2009;Strategy ;THQ
13636;Wii ;2008;Platform ;Popcorn Arcade
13637;Wii ;2010;Misc ;Black Bean Games
13638;PSP ;2005;Role-Playing ;Capcom
13639;XB ;2006;Sports ;Take-Two Interactive
13640;PC ;2008;Action ;Capcom
13641;PSP ;2011;Adventure ;Idea Factory
13642;DS ;2006;Misc ;Nintendo
13643;DS ;2009;Simulation ;505 Games
13644;DS ;2011;Puzzle ;Unknown
13645;Wii ;2010;Adventure ;Focus Home Interactive
13646;XB ;2005;Shooter ;SNK Playmore
13647;PSP ;2012;Action ;Namco Bandai Games
13648;Wii ;2007;Fighting ;505 Games
13649;PS4 ;2016;Action ;Square Enix
13650;PSP ;2006;Misc ;Take-Two Interactive
13651;PS3 ;2015;Fighting ;Namco Bandai Games
13652;XOne ;2016;Action ;Telltale Games
13653;GC ;2004;Fighting ;Atari
13654;3DS ;2013;Action ;Namco Bandai Games
13655;3DS ;2015;Action ;Ubisoft
13656;DS ;2007;Simulation ;Rocket Company
13657;PSP ;2011;Role-Playing ;Nippon Ichi Software
13658;PSP ;2006;Racing ;Namco Bandai Games
13659;PSP ;2009;Action ;Spike
13660;PC ;2006;Strategy ;Ubisoft
13661;DS ;2008;Role-Playing ;Graffiti
13662;DS ;2008;Misc ;Namco Bandai Games
13663;PSP ;2008;Action ;Konami Digital Entertainment
13664;PC ;2011;Sports ;Sega
13665;Wii ;2008;Puzzle ;Avanquest
13666;PC ;2009;Strategy ;Alawar Entertainment
13667;PC ;N/A ;Racing ;Codemasters
13668;PSP ;2010;Adventure ;Prototype
13669;PS2 ;2000;Misc ;Tecmo Koei
13670;PS3 ;2008;Racing ;System 3 Arcade Software
13671;PSP ;2005;Puzzle ;Sony Computer Entertainment
13672;PS2 ;2007;Sports ;Konami Digital Entertainment
13673;PC ;2012;Sports ;Take-Two Interactive
13674;PS ;N/A ;Adventure ;N/A
13675;SNES ;1996;Role-Playing ;Enix Corporation
13676;DS ;2008;Racing ;System 3 Arcade Software
